x y
0.318778958536661 0.21815537775917515
0.03948978319448084 0.2212965813389668
0.061671795786388865 0.19093093596454513
0.3041066042680794 0.17445163506652797
0.12928843447906568 0.17058351169693492
0.7122615818187026 0.20243020096242353
0.02578085526987338 0.2610463738277192
0.2598332695336082 0.15840012455389388
0.03543322872759532 0.23964201794617013
0.22062490556682132 0.24705231521403345
0.025919581665244596 0.30636876338855856
0.19933546988251322 0.23158284689321684
0.7728569387055921 0.1229176258230739
0.02657174585052021 0.19781462722782642
0.3644151467428601 0.302809731149491
0.13954172907381343 0.21626639325308486
0.023092306273611373 0.18125722621726365
0.12101231694581034 0.16755664903863843
0.6563949261447414 0.2202800268431515
0.17215859764019945 0.25934724563078293
0.03140275278991305 0.29810598437163305
0.5185666371710389 0.13982152315381463
0.40925088392382786 0.2621718528252037
0.20371362733249676 0.25039722271373627
0.5684560901427734 0.25814644788157315
0.032368178994482334 0.30317228760731596
0.6929820153610556 0.2726366475328147
0.025337846749518247 0.3083517142786104
0.249758682547374 0.18622167079029872
0.18034155381275085 0.2712963598794081
0.5535110117330782 0.19494269026245487
0.8213031774749787 0.27258321622403614
0.06556636888177442 0.24261030644275858
0.028169028307404972 0.22310278688178103
0.2307077897614278 0.20312443506088854
0.0442488784102434 0.16449659389737964
0.07609665631277146 0.2518037807794815
0.27283438845418156 0.24860207001623857
0.10225579896458879 0.28188757266964914
0.04384340623242165 0.2239346149349084
0.7137326584037322 0.26720590340923867
0.060030539295706724 0.20410724625644175
0.07908318037059797 0.11545595901371986
0.027760168561674667 0.12446335930978805
0.12678129473912106 0.1279908523374299
0.10838748241495196 0.28410128401324497
0.2994751670464948 0.28518827737159036
0.6586709213480454 0.21658394172871154
0.595500376113494 0.1831599065842492
0.02123580296901105 0.21469088356363808
0.6491149096271184 0.2970319387806387
0.6898134740182919 0.13083258620655286
0.06045097321450978 0.30951405329209125
0.38526150865348596 0.3018585658078991
0.8443928189881178 0.19196572179787932
0.04307944414293211 0.19321410942231226
