x  y
6.96469185597862 0
2.86139334950379 0
2.26851453564203 0
5.51314769082891 0
4.23106460124461 1
9.80764198384616 1
6.84829738584863 0
3.92117518194151 1
3.43178016150869 0
7.29049707384042 1
4.38572244679624 1
0.596778966095683 0
3.98044255330431 0
7.37995405732036 1
1.75451756147493 0
5.31551373841838 1
5.31827587096866 0
6.34400958551321 0
8.4943179407779 1
7.24455324860635 1
6.11023510677583 1
7.22443382570222 1
3.22958913853178 0
3.61788655622314 1
2.28263230878956 0
2.93714046388829 0
6.30976123854488 1
0.921049399450752 0
4.33701172679528 1
4.30862763329644 1
4.93685097650306 1
4.25830290295828 1
3.12261222972465 0
8.93389163117135 1
9.4416001820388 1
5.01836675884337 1
6.23952951792111 0
1.15618395079296 0
3.17285481820321 0
4.14826211953632 0
8.66309157883366 1
2.50455365396507 0
4.83034264262704 0
9.85559785610705 1
6.12894525762968 1
