x  y
1.91519450378892 0
4.37727739007114 1
7.85358583713769 1
7.79975808118803 1
2.72592605282642 0
2.76464255143097 0
8.01872177535019 1
9.58139353683705 1
8.75932634742095 1
3.57817269957867 0
5.00995125523459 0
6.83462935172136 1
7.127020269829 1
3.70250754790395 0
5.0308316530781 1
0.137684495906822 0
7.72826621612374 0
8.82641190636117 1
3.64885983901372 1
6.15396178433494 1
0.753812416429765 0
9.33140101982522 1
6.51378143226577 0
3.97202577726154 0
7.88730142940746 1
3.16836122168871 0
5.68098652626069 0
8.69127389561226 1
4.36173423895679 1
8.02147642080159 1
1.43766824514565 0
7.04260971118335 0
7.04581308189573 1
2.18792105674089 0
9.24867628615565 1
9.09315958972473 1
0.598092227798519 0
1.84287083813814 0
0.473552788015151 0
6.7488094358233 1
5.94624779934449 1
5.33310162998751 1
0.433240626948035 0
5.61433080063398 0
3.29668445620915 0
