x y
0.359970866207688 0.21246683065470984
0.09827830624129397 0.1418387466756187
0.6350923385379775 0.1200955340307995
0.5127811244778727 0.1316127545558905
0.01955328317503805 0.2871654192335411
0.20274400909241755 0.18307299424282314
0.026807354639560525 0.15375386983590733
0.14388352440691532 0.26049923404372055
0.019657551672390937 0.20395705868809888
0.3121268456502079 0.22965113425582184
0.18908118334190877 0.23901442529364836
0.02014771058409884 0.1197256012526811
0.29190480627584414 0.1862823069809264
0.6501812958642593 0.29444655738070924
0.4705948749412988 0.29507137457355537
0.10624467059352821 0.21669417699780052
0.1394163162936324 0.11297200492664561
0.017532219663751913 0.305579852680401
0.14153491967243992 0.22460578080663718
0.09187443381095045 0.2683513992553248
0.3953866849659642 0.2268391657061351
0.13183910480185546 0.25176996527379103
0.02377822351638157 0.1397066902712917
0.1810637954017554 0.24877801326848234
0.024503742512334354 0.2230252707915609
0.3752831874962536 0.22786954233612147
0.019220303542920404 0.11751153518833553
0.19442895601839905 0.11613696807458924
0.5696483813156772 0.2006210000402467
0.1383232869911191 0.25897281539001354
0.46833621835447925 0.22145908124727937
0.7619628015633116 0.1870227199130973
0.04951713084380175 0.14361455950652371
0.021348123079476845 0.27765226414073857
0.17882818300374292 0.2298103594922985
0.0334370284176422 0.2665429636489942
0.057495826796345885 0.2797018363789429
0.07744417882769815 0.23314737520671386
0.03313191341883751 0.26009292209749824
0.04533295543703144 0.20680417805736517
0.059763710514200125 0.2788771589078695
0.021040860177031325 0.11292697502064997
0.09633589227523291 0.2797528143622464
0.5284692423881797 0.2585349154598868
0.23591490606498106 0.19337968140987555
0.5766211033708739 0.1289318081487306
0.5106061102620134 0.2531661745502628
0.016136141257903722 0.12541708088320772
0.045650503744963655 0.27266321673416083
0.3103391382282517 0.2669733436553894
0.032557094172231626 0.28289583876039065
0.3297727834941623 0.18680615362314648
0.05222625411288866 0.16146057744100076
0.029088955298586742 0.21152018161099187
