x  y
6.96469185597862 0
5.51314769082891 0
7.19468969785563 1
4.23106460124461 1
9.80764198384616 1
6.84829738584863 0
4.80931901484361 1
7.29049707384042 1
4.38572244679624 1
3.98044255330431 0
7.37995405732036 1
5.31551373841838 1
5.31827587096866 0
6.34400958551321 0
8.4943179407779 1
7.24455324860635 1
6.11023510677583 1
7.22443382570222 1
3.22958913853178 0
6.30976123854488 1
4.33701172679528 1
4.30862763329644 1
4.93685097650306 1
4.25830290295828 1
4.26351306962808 1
8.93389163117135 1
9.4416001820388 1
5.01836675884337 1
6.23952951792111 0
4.14826211953632 0
8.66309157883366 1
4.83034264262704 0
9.85559785610705 1
5.19485119259809 1
6.12894525762968 1
