x y
0.0855202525988357 -0.018012603583081876
0.7302529449061242 0.09605140306686541
0.6436737489024749 -0.06319619073895599
0.25170570879506876 -0.04381679416538593
0.5865332568359808 0.023822538139538357
0.7060860053548392 0.014562707358401414
0.8169172436267351 -0.07663696596224745
0.06718577028519276 0.08833625387961311
0.18075005061560467 0.003918975718004217
0.13514680349513314 0.0010918233895599594
0.6862002277709872 -0.09563496360664665
0.07286974106730738 0.07992533799274334
0.04316484495440121 0.05232036319323985
0.7182331805537562 0.04666473799087306
0.10888318507305468 0.0071585767841449155
0.10496054445952585 0.007836636545855785
0.3278622817888292 0.017866865790302305
0.05180741995879703 0.02981816405324017
0.3255869648221342 0.09692362047227901
0.7164580552232531 -0.09357598487597873
0.8340051479564919 0.08519984209948808
0.1036939307737095 0.02282388877382871
0.39448259225597476 -0.008931676519776069
0.17786491535610763 0.002885822005495836
0.8083524964949707 0.008492905136976286
0.07782357766688985 0.07642066985667939
0.09129013893936802 0.04992314972833617
0.2758895749504878 0.017923188596581888
0.65666677092736 -0.03368528667355196
0.3713469577647394 -0.07632757847929661
0.26871178895199027 -0.036053519077928975
0.32306426196339816 0.06894145556714124
0.11736387454770933 -0.038882271384972245
0.6552699155359408 0.00874240160270652
0.039453789328883736 0.06290670658425851
0.14646151768613463 -0.04117189854499492
0.2367324834922437 -0.02438409795904925
0.6026545779228187 0.0025352478161622394
0.1955291339271866 0.032926631865174305
0.6739097858665073 0.09883247507420453
0.38699900393310427 -0.033803678421135894
0.11031921074312889 0.017916993059281072
0.06553084878673103 -0.08498189427921539
0.44450096012738216 0.09332977980209753
0.14378466338977183 0.04295812420070583
0.4831508762839492 -0.0031197279462998467
0.647974993476166 0.025599192263840692
0.07175325897786876 -0.03600759446975901
0.24228683505808285 0.017525189165709706
0.680989781747776 0.0203186936379645
0.053543516658082754 -0.09688757741913466
