x  y
1.91519450378892 0
6.22108771039832 1
4.37727739007114 1
7.85358583713769 1
7.79975808118803 1
2.72592605282642 0
2.76464255143097 0
8.01872177535019 1
9.58139353683705 1
8.75932634742095 1
3.57817269957867 0
5.00995125523459 0
6.83462935172136 0
7.127020269829 1
3.70250754790395 0
5.61196186065625 1
5.0308316530781 0
0.137684495906822 0
7.72826621612374 1
8.82641190636117 1
3.64885983901372 0
6.15396178433494 1
0.753812416429765 0
3.68824006001975 0
9.33140101982522 1
6.51378143226577 1
3.97202577726154 0
7.88730142940746 1
3.16836122168871 1
5.68098652626069 1
