x y
0.6924488038844593 0.25117931797159476
0.9427869200549626 0.1587117287220322
0.36669352443570463 0.23483331391954215
0.11675282808417994 0.17753716925417373
0.7909240231518815 0.2348635425748058
0.6796075856573502 0.19141934301911537
0.46567927972358675 0.14254427281266727
0.896424996527309 0.1196746165454878
0.9765343189969212 0.2773299348770166
0.9209084126772219 0.15053557898400619
0.3087263103303148 0.1974291348447889
0.536371158712292 0.3024525292264859
0.43045483916343635 0.21531419219985715
0.9412662455550778 0.24283735075976018
0.899317061617497 0.29372900288420867
0.6986387357926288 0.24303750224796072
0.3199808372047563 0.12111882133970646
0.7276919588275255 0.20144140385368495
0.8864047928479915 0.2135461323239607
0.41914233399811107 0.13421789230909043
0.9275281907070898 0.2782205104905554
0.6900667153229426 0.3005758706130164
0.8382703901303182 0.15409759086352678
0.9645148681028415 0.19198857898942062
0.9602078034069467 0.2931688236227532
0.41464816923300557 0.1605893288789238
0.7412021451335659 0.2871371522283918
0.509441668025033 0.2969073590957001
0.6701551207697519 0.26003466362530764
0.9436605045434054 0.21900560105754552
0.5612879764740218 0.15699630736087872
0.9433449130982812 0.16178908462169728
0.6280856282494933 0.3062869959849286
0.8057485196643389 0.2559203485902206
0.9274157408896597 0.2180521802216201
0.8313361838153235 0.17938856010174703
0.8937577462442163 0.24876109043155756
0.8765777996943106 0.2465967145633529
0.3347545347221457 0.28467277913161604
0.5264210958513313 0.22311372268790874
0.4546882116228825 0.22530354354747767
0.895685856192794 0.1399527443037977
0.8891757872452655 0.15083410392594995
0.585591265507539 0.1250630150428384
0.7823076706293715 0.25678039496290506
0.8076141683045592 0.2669628201688329
0.4569937046564896 0.28776423567308784
0.8598139442373987 0.2539516246124994
0.3147535113747861 0.11009965759853486
0.8611059660905834 0.2831382570259091
0.3347545347221457 0.21694784336757372
0.8938906786567102 0.1505199391499375
0.3542044955584056 0.2514348322541998
0.9829886546067731 0.1790110972349862
0.8125233949740931 0.25172224582108715
0.6145448144775933 0.16147773448182606
0.8847818213018321 0.1387737904247318
0.8034324651229606 0.28993394429887065
0.7273045301132313 0.24113824580250406
0.8717415956156379 0.12582509999925737
0.570841764493949 0.24577914922076394
0.6073185289867572 0.2651700575680679
0.518389776636122 0.14314019012348425
0.9467242082882478 0.2419418012713622
0.7597718677902977 0.1412139892049949
0.536371158712292 0.29462949853521414
0.6993233618349616 0.2544640396188662
0.8607424739842208 0.21659529929968935
0.8871353910213322 0.2972740625673386
0.9176011590170245 0.2703032381939669
0.3208524578255133 0.2322467289060171
0.3022692830934426 0.2736688989270618
0.8271853471604599 0.13542087445541262
0.7401848342782973 0.20666487709735273
0.8742249948884844 0.2635638260802219
0.6977763652127383 0.26948064197890154
0.7465106780838985 0.17906545484886577
0.8397457011616825 0.15208719067146054
0.41464816923300557 0.22328321492404446
0.6320115528480651 0.2608722247207753
0.8717415956156379 0.19733465289816415
0.9115333275701101 0.23294288479505434
0.27903712881915743 0.20343688532285964
0.7442477665563114 0.17655924610186569
0.4909203206437462 0.15283301336262184
0.4515452931527848 0.2327127798236217
0.38226968202304157 0.16693060340759974
0.8867470310003422 0.3022447081846613
0.785672191509469 0.2816837776825635
0.7528443148499178 0.19026398102887848
0.5010888009151301 0.30993942651382456
0.8865966844302676 0.22837258334990923
0.20528935170922694 0.14187170640594132
0.7428013387570794 0.25383698262123433
0.9405576717243588 0.1282974371496985
0.4364134877841693 0.2682749395191656
0.7724329888278298 0.12577982122446704
0.9581784408300058 0.19167622970413822
0.8841697841500809 0.24599898699569905
0.9002124137144356 0.24782434548119744
0.9813446791015856 0.3053634421958369
0.894337987267323 0.21045960448535356
0.9865022309964921 0.1476128746719468
0.8025505395684981 0.3054102016510858
0.9786880312085023 0.20476025401697262
0.6145448144775933 0.19912455365802884
0.8121028185167545 0.14945975500911798
0.36866468618877135 0.30985344222926514
0.3732352934905205 0.11558732874780928
0.849754500687406 0.1804198843362535
0.17565883342869462 0.14195984509320445
0.3617935958335394 0.1406582930991214
0.10860849012647877 0.20321099424014555
0.8914927936730065 0.25054467106874356
0.8023109380106208 0.22280649599402524
0.3197828388932997 0.2389200495737162
0.7371861888639116 0.2796608362388435
0.6852486614883696 0.21393847118564985
0.3995323467730867 0.17047908366439402
